000014ea	s_tDeviceExtension.so;libs3eSmartF_000014ea	ds "tDeviceExtension.so;libs3eSmartFox.so;libs3eObbGui.so\"\n"	s_tDeviceExtension.so;libs3eSmartF_000014ea
0078e6a5		ds "- MagicDamage:      %3.3f"	s_-_MagicDamage:_%3.3f_0078e6a5
0078e6c1		ds "- RaidChargeDamage: %3.3f"	s_-_RaidChargeDamage:_%3.3f_0078e6c1
0078e6dd		ds "- RangedQuantity:   %3.3f"	s_-_RangedQuantity:_%3.3f_0078e6dd
0078e6fd		ds "Parent"	s_Parent_0078e6fd
0078e705		ds "Child"	s_Child_0078e705
0078e70d		ds "ModelType - parseType - unknownType: %s"	s_ModelType_-_parseType_-_unknownT_0078e70d
0078e735		ds "RecipeDelivery"	s_RecipeDelivery_0078e735
0078e745		ds "DeliveryUpgradeLevel"	s_DeliveryUpgradeLevel_0078e745
0078e75d		ds "ObtainedReward"	s_ObtainedReward_0078e75d
0078e76d		ds "CurrentValue"	s_CurrentValue_0078e76d
0078e77d		ds "image/achievements/"	s_image/achievements/_0078e77d
0078e791		ds "CounterValue"	s_CounterValue_0078e791
0078e7a1		ds "MoneyPrize"	s_MoneyPrize_0078e7a1
0078e7ad		ds "GooglePlayID"	s_GooglePlayID_0078e7ad
0078e7bd		ds "GameCenterID"	s_GameCenterID_0078e7bd
0078e7cd		ds "DeltaX"	s_DeltaX_0078e7cd
0078e7d5		ds "Rotate"	s_Rotate_0078e7d5
0078e7dd		ds "IconsY"	s_IconsY_0078e7dd
0078e7ed		ds "AcquireType"	s_AcquireType_0078e7ed
0078e7f9		ds "IsUpgrade"	s_IsUpgrade_0078e7f9
0078e805		ds "RepostAchievement"	s_RepostAchievement_0078e805
0078e819		ds "KeysDescription"	s_KeysDescription_0078e819
0078e829		ds "EffectDescription"	s_EffectDescription_0078e829
0078e83d		ds "timeTestLog.txt"	s_timeTestLog.txt_0078e83d
0078e84d		ds "Time results"	s_Time_results_0078e84d
0078e867		ds "write"	s_write_0078e867
0078e86d		ds "Did you include this file in your mkb's \"assets\" block?"	s_Did_you_include_this_file_in_you_0078e86d
0078e8af		ds "SysAppCaption"	s_SysAppCaption_0078e8af
0078e8bd		ds "Cannot open file %s for serialising (%s). %s"	s_Cannot_open_file_%s_for_serialis_0078e8bd
0078e8ea		ds "Could not open memory block for serialising"	s_Could_not_open_memory_block_for_s_0078e8ea
0078e916		ds "memory: %p"	s_memory:_%p_0078e916
0078e938		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
0078e9a1		ds "Bogus message code %d"	s_Bogus_message_code_%d_0078e9a1
0078e9b7		ds "Sorry, there are legal restrictions on arithmetic coding"	s_Sorry,_there_are_legal_restricti_0078e9b7
0078e9f0		ds "ALIGN_TYPE is wrong, please fix"	s_ALIGN_TYPE_is_wrong,_please_fix_0078e9f0
0078ea10		ds "MAX_ALLOC_CHUNK is wrong, please fix"	s_MAX_ALLOC_CHUNK_is_wrong,_please_0078ea10
0078ea35		ds "Bogus buffer control mode"	s_Bogus_buffer_control_mode_0078ea35
0078ea4f		ds "Invalid component ID %d in SOS"	s_Invalid_component_ID_%d_in_SOS_0078ea4f
0078ea6e		ds "DCT coefficient out of range"	s_DCT_coefficient_out_of_range_0078ea6e
0078ea8b		ds "IDCT output block size %d not supported"	s_IDCT_output_block_size_%d_not_su_0078ea8b
0078eab3		ds "Bogus Huffman table definition"	s_Bogus_Huffman_table_definition_0078eab3
0078ead2		ds "Bogus input colorspace"	s_Bogus_input_colorspace_0078ead2
0078eae9		ds "Bogus JPEG colorspace"	s_Bogus_JPEG_colorspace_0078eae9
0078eaff		ds "Bogus marker length"	s_Bogus_marker_length_0078eaff
0078eb13		ds "Wrong JPEG library version: library is %d, caller expects %d"	s_Wrong_JPEG_library_version:_libr_0078eb13
0078eb50		ds "Sampling factors too large for interleaved scan"	s_Sampling_factors_too_large_for_i_0078eb50
0078eb80		ds "Invalid memory pool code %d"	s_Invalid_memory_pool_code_%d_0078eb80
0078eb9c		ds "Unsupported JPEG data precision %d"	s_Unsupported_JPEG_data_precision_%_0078eb9c
0078ebbf		ds "Invalid progressive parameters Ss=%d Se=%d Ah=%d Al=%d"	s_Invalid_progressive_parameters_S_0078ebbf
0078ebf6		ds "Invalid progressive parameters at scan script entry %d"	s_Invalid_progressive_parameters_a_0078ebf6
0078ec2d		ds "Bogus sampling factors"	s_Bogus_sampling_factors_0078ec2d
0078ec44		ds "Invalid scan script at entry %d"	s_Invalid_scan_script_at_entry_%d_0078ec44
0078ec64		ds "Improper call to JPEG library in state %d"	s_Improper_call_to_JPEG_library_in_0078ec64
0078ec8e		ds "JPEG parameter struct mismatch: library thinks size is %u, caller expects %u"	s_JPEG_parameter_struct_mismatch:_l_0078ec8e
0078ecdb		ds "Bogus virtual array access"	s_Bogus_virtual_array_access_0078ecdb
0078ecf6		ds "Buffer passed to JPEG library is too small"	s_Buffer_passed_to_JPEG_library_is_0078ecf6
0078ed21		ds "Suspension not allowed here"	s_Suspension_not_allowed_here_0078ed21
0078ed3d		ds "CCIR601 sampling not implemented yet"	s_CCIR601_sampling_not_implemented_0078ed3d
0078ed62		ds "Too many color components: %d, max %d"	s_Too_many_color_components:_%d,_m_0078ed62
0078ed88		ds "Unsupported color conversion request"	s_Unsupported_color_conversion_req_0078ed88
0078edad		ds "Bogus DAC index %d"	s_Bogus_DAC_index_%d_0078edad
0078edc0		ds "Bogus DAC value 0x%x"	s_Bogus_DAC_value_0x%x_0078edc0
0078edd5		ds "Bogus DHT index %d"	s_Bogus_DHT_index_%d_0078edd5
0078ede8		ds "Bogus DQT index %d"	s_Bogus_DQT_index_%d_0078ede8
0078edfb		ds "Empty JPEG image (DNL not supported)"	s_Empty_JPEG_image_(DNL_not_suppor_0078edfb
0078ee20		ds "Read from EMS failed"	s_Read_from_EMS_failed_0078ee20
0078ee35		ds "Write to EMS failed"	s_Write_to_EMS_failed_0078ee35
0078ee49		ds "Didn't expect more than one scan"	s_Didn't_expect_more_than_one_scan_0078ee49
0078ee6a		ds "Input file read error"	s_Input_file_read_error_0078ee6a
0078ee80		ds "Output file write error --- out of disk space?"	s_Output_file_write_error_---_out_o_0078ee80
0078eeaf		ds "Fractional sampling not implemented yet"	s_Fractional_sampling_not_implemen_0078eeaf
0078eed7		ds "Huffman code size table overflow"	s_Huffman_code_size_table_overflow_0078eed7
0078eef8		ds "Missing Huffman code table entry"	s_Missing_Huffman_code_table_entry_0078eef8
0078ef19		ds "Maximum supported image dimension is %u pixels"	s_Maximum_supported_image_dimensio_0078ef19
0078ef48		ds "Empty input file"	s_Empty_input_file_0078ef48
0078ef59		ds "Premature end of input file"	s_Premature_end_of_input_file_0078ef59
0078ef75		ds "Cannot transcode due to multiple use of quantization table %d"	s_Cannot_transcode_due_to_multiple_0078ef75
0078efb3		ds "Scan script does not transmit all data"	s_Scan_script_does_not_transmit_al_0078efb3
0078efda		ds "Invalid color quantization mode change"	s_Invalid_color_quantization_mode_c_0078efda
0078f001		ds "Not implemented yet"	s_Not_implemented_yet_0078f001
0078f015		ds "Requested feature was omitted at compile time"	s_Requested_feature_was_omitted_at_0078f015
0078f043		ds "Backing store not supported"	s_Backing_store_not_supported_0078f043
0078f05f		ds "Huffman table 0x%02x was not defined"	s_Huffman_table_0x%02x_was_not_def_0078f05f
0078f084		ds "JPEG datastream contains no image"	s_JPEG_datastream_contains_no_imag_0078f084
0078f0a6		ds "Quantization table 0x%02x was not defined"	s_Quantization_table_0x%02x_was_no_0078f0a6
0078f0d0		ds "Not a JPEG file: starts with 0x%02x 0x%02x"	s_Not_a_JPEG_file:_starts_with_0x%_0078f0d0
0078f0fb		ds "Insufficient memory (case %d)"	s_Insufficient_memory_(case_%d)_0078f0fb
0078f119		ds "Cannot quantize more than %d color components"	s_Cannot_quantize_more_than_%d_col_0078f119
0078f147		ds "Cannot quantize to fewer than %d colors"	s_Cannot_quantize_to_fewer_than_%d_0078f147
0078f16f		ds "Cannot quantize to more than %d colors"	s_Cannot_quantize_to_more_than_%d_c_0078f16f
0078f196		ds "Invalid JPEG file structure: two SOF markers"	s_Invalid_JPEG_file_structure:_two_0078f196
0078f1c3		ds "Invalid JPEG file structure: missing SOS marker"	s_Invalid_JPEG_file_structure:_mis_0078f1c3
0078f1f3		ds "Unsupported JPEG process: SOF type 0x%02x"	s_Unsupported_JPEG_process:_SOF_ty_0078f1f3
0078f21d		ds "Invalid JPEG file structure: two SOI markers"	s_Invalid_JPEG_file_structure:_two_0078f21d
0078f24a		ds "Invalid JPEG file structure: SOS before SOF"	s_Invalid_JPEG_file_structure:_SOS_0078f24a
0078f276		ds "Failed to create temporary file %s"	s_Failed_to_create_temporary_file_%_0078f276
0078f299		ds "Read failed on temporary file"	s_Read_failed_on_temporary_file_0078f299
0078f2b7		ds "Seek failed on temporary file"	s_Seek_failed_on_temporary_file_0078f2b7
0078f2d5		ds "Write failed on temporary file --- out of disk space?"	s_Write_failed_on_temporary_file_-_0078f2d5
0078f30b		ds "Application transferred too few scanlines"	s_Application_transferred_too_few_s_0078f30b
0078f335		ds "Unsupported marker type 0x%02x"	s_Unsupported_marker_type_0x%02x_0078f335
0078f354		ds "Virtual array controller messed up"	s_Virtual_array_controller_messed_u_0078f354
0078f377		ds "Image too wide for this implementation"	s_Image_too_wide_for_this_implemen_0078f377
0078f39e		ds "Read from XMS failed"	s_Read_from_XMS_failed_0078f39e
0078f3b3		ds "Write to XMS failed"	s_Write_to_XMS_failed_0078f3b3
0078f3c7		ds "Copyright (C) 1998, Thomas G. Lane"	s_Copyright_(C)_1998,_Thomas_G._La_0078f3c7
0078f3fa		ds "Caution: quantization tables are too coarse for baseline JPEG"	s_Caution:_quantization_tables_are_0078f3fa
0078f438		ds "Adobe APP14 marker: version %d, flags 0x%04x 0x%04x, transform %d"	s_Adobe_APP14_marker:_version_%d,_f_0078f438
0078f47a		ds "Unknown APP0 marker (not JFIF), length %u"	s_Unknown_APP0_marker_(not_JFIF),_l_0078f47a
0078f4a4		ds "Unknown APP14 marker (not Adobe), length %u"	s_Unknown_APP14_marker_(not_Adobe)_0078f4a4
0078f4d0		ds "Define Arithmetic Table 0x%02x: 0x%02x"	s_Define_Arithmetic_Table_0x%02x:_0_0078f4d0
0078f4f7		ds "Define Huffman Table 0x%02x"	s_Define_Huffman_Table_0x%02x_0078f4f7
0078f513		ds "Define Quantization Table %d  precision %d"	s_Define_Quantization_Table_%d_pre_0078f513
0078f53e		ds "Define Restart Interval %u"	s_Define_Restart_Interval_%u_0078f53e
0078f559		ds "Freed EMS handle %u"	s_Freed_EMS_handle_%u_0078f559
0078f56d		ds "Obtained EMS handle %u"	s_Obtained_EMS_handle_%u_0078f56d
0078f584		ds "End Of Image"	s_End_Of_Image_0078f584
0078f591		ds "        %3d %3d %3d %3d %3d %3d %3d %3d"	s_%3d_%3d_%3d_%3d_%3d_%3d_%3d_%3d_0078f591
0078f5b9		ds "JFIF APP0 marker: version %d.%02d, density %dx%d  %d"	s_JFIF_APP0_marker:_version_%d.%02_0078f5b9
0078f5ee		ds "Warning: thumbnail image size does not match data length %u"	s_Warning:_thumbnail_image_size_do_0078f5ee
0078f62a		ds "JFIF extension marker: type 0x%02x, length %u"	s_JFIF_extension_marker:_type_0x%0_0078f62a
0078f658		ds "    with %d x %d thumbnail image"	s_with_%d_x_%d_thumbnail_image_0078f658
0078f679		ds "Miscellaneous marker 0x%02x, length %u"	s_Miscellaneous_marker_0x%02x,_len_0078f679
0078f6a0		ds "Unexpected marker 0x%02x"	s_Unexpected_marker_0x%02x_0078f6a0
0078f6e1		ds "Quantizing to %d = %d*%d*%d colors"	s_Quantizing_to_%d_=_%d*%d*%d_colo_0078f6e1
0078f704		ds "Quantizing to %d colors"	s_Quantizing_to_%d_colors_0078f704
0078f71c		ds "Selected %d colors for quantization"	s_Selected_%d_colors_for_quantizat_0078f71c
0078f740		ds "At marker 0x%02x, recovery action %d"	s_At_marker_0x%02x,_recovery_actio_0078f740
0078f765		ds "Smoothing not supported with nonstandard sampling ratios"	s_Smoothing_not_supported_with_non_0078f765
0078f79e		ds "Start Of Frame 0x%02x: width=%u, height=%u, components=%d"	s_Start_Of_Frame_0x%02x:_width=%u,_0078f79e
0078f7d8		ds "    Component %d: %dhx%dv q=%d"	s_Component_%d:_%dhx%dv_q=%d_0078f7d8
0078f7f7		ds "Start of Image"	s_Start_of_Image_0078f7f7
0078f806		ds "Start Of Scan: %d components"	s_Start_Of_Scan:_%d_components_0078f806
0078f823		ds "    Component %d: dc=%d ac=%d"	s_Component_%d:_dc=%d_ac=%d_0078f823
0078f841		ds "  Ss=%d, Se=%d, Ah=%d, Al=%d"	s_Ss=%d,_Se=%d,_Ah=%d,_Al=%d_0078f841
0078f85e		ds "Closed temporary file %s"	s_Closed_temporary_file_%s_0078f85e
0078f877		ds "Opened temporary file %s"	s_Opened_temporary_file_%s_0078f877
0078f890		ds "JFIF extension marker: JPEG-compressed thumbnail image, length %u"	s_JFIF_extension_marker:_JPEG-comp_0078f890
0078f8d2		ds "JFIF extension marker: palette thumbnail image, length %u"	s_JFIF_extension_marker:_palette_t_0078f8d2
0078f90c		ds "JFIF extension marker: RGB thumbnail image, length %u"	s_JFIF_extension_marker:_RGB_thumb_0078f90c
0078f942		ds "Unrecognized component IDs %d %d %d, assuming YCbCr"	s_Unrecognized_component_IDs_%d_%d_0078f942
0078f976		ds "Freed XMS handle %u"	s_Freed_XMS_handle_%u_0078f976
0078f98a		ds "Obtained XMS handle %u"	s_Obtained_XMS_handle_%u_0078f98a
0078f9a1		ds "Unknown Adobe color transform code %d"	s_Unknown_Adobe_color_transform_co_0078f9a1
0078f9c7		ds "Inconsistent progression sequence for component %d coefficient %d"	s_Inconsistent_progression_sequenc_0078f9c7
0078fa09		ds "Corrupt JPEG data: %u extraneous bytes before marker 0x%02x"	s_Corrupt_JPEG_data:_%u_extraneous_0078fa09
0078fa45		ds "Corrupt JPEG data: premature end of data segment"	s_Corrupt_JPEG_data:_premature_end_0078fa45
0078fa76		ds "Corrupt JPEG data: bad Huffman code"	s_Corrupt_JPEG_data:_bad_Huffman_c_0078fa76
0078fa9a		ds "Warning: unknown JFIF revision number %d.%02d"	s_Warning:_unknown_JFIF_revision_n_0078fa9a
0078fac8		ds "Premature end of JPEG file"	s_Premature_end_of_JPEG_file_0078fac8
0078fae3		ds "Corrupt JPEG data: found marker 0x%02x instead of RST%d"	s_Corrupt_JPEG_data:_found_marker_0_0078fae3
0078fb1b		ds "Invalid SOS parameters for sequential JPEG"	s_Invalid_SOS_parameters_for_seque_0078fb1b
0078fb46		ds "Application transferred too many scanlines"	s_Application_transferred_too_many_0078fb46
0078fcc0		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
0078fcc4		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
0078fcc8		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
0078fce4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
0078fce8		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
0078fcf4		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
0078fcf8		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
0078fcfc		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
0078fd18		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
0078fd1c		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
0078fd20		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
0078fd34		addr s_s3eAccelerometerStart_00002b00	DATA
0078fd38		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
0078fd3c		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
0078fd40		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
0078fd48		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
0078fd4c		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
0078fd50		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
0078fd6c		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
0078fd70		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
0078fd74		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
0078feb8		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00791f27		ds "%c%c%c%c%c%c%c%c%c%c"	s_%c%c%c%c%c%c%c%c%c%c_00791f27
007927eb		ds "incorrect header check"	s_incorrect_header_check_007927eb
00792802		ds "unknown compression method"	s_unknown_compression_method_00792802
0079281d		ds "invalid window size"	s_invalid_window_size_0079281d
00792831		ds "unknown header flags set"	s_unknown_header_flags_set_00792831
0079284a		ds "header crc mismatch"	s_header_crc_mismatch_0079284a
0079285e		ds "invalid block type"	s_invalid_block_type_0079285e
00792871		ds "invalid stored block lengths"	s_invalid_stored_block_lengths_00792871
0079288e		ds "too many length or distance symbols"	s_too_many_length_or_distance_symb_0079288e
007928b2		ds "invalid code lengths set"	s_invalid_code_lengths_set_007928b2
007928cb		ds "invalid bit length repeat"	s_invalid_bit_length_repeat_007928cb
007928e5		ds "invalid literal/lengths set"	s_invalid_literal/lengths_set_007928e5
00792901		ds "invalid distances set"	s_invalid_distances_set_00792901
00792917		ds "invalid literal/length code"	s_invalid_literal/length_code_00792917
00792933		ds "invalid distance code"	s_invalid_distance_code_00792933
00792949		ds "invalid distance too far back"	s_invalid_distance_too_far_back_00792949
00792967		ds "incorrect data check"	s_incorrect_data_check_00792967
0079297c		ds "incorrect length check"	s_incorrect_length_check_0079297c
00792a8f		ds " inflate 1.2.3 Copyright 1995-2005 Mark Adler "	s_inflate_1.2.3_Copyright_1995-200_00792a8f
00792c6c		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00792c70		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00792c74		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00792f44		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00792f48		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
007934f1		ds "need dictionary"	s_need_dictionary_007934f1
00793501		ds "stream end"	s_stream_end_00793501
0079350c		ds "file error"	s_file_error_0079350c
00793517		ds "stream error"	s_stream_error_00793517
00793524		ds "data error"	s_data_error_00793524
0079352f		ds "insufficient memory"	s_insufficient_memory_0079352f
00793543		ds "buffer error"	s_buffer_error_00793543
00793550		ds "incompatible version"	s_incompatible_version_00793550
007935c4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00793661		ds "Too many bytes for PNG signature."	s_Too_many_bytes_for_PNG_signature_00793661
00793683		ds "Potential overflow in png_zalloc()"	s_Potential_overflow_in_png_zalloc_00793683
007936a6		ds "Unknown freer parameter in png_data_freer."	s_Unknown_freer_parameter_in_png_d_007936a6
007936d1		ds "%d %s %d %02d:%02d:%02d +0000"	s_%d_%s_%d_%02d:%02d:%02d_+0000_007936d1
007936ef		ds "\n libpng version 1.2.34 - December 18, 2008\n   Copyright (c) 1998-2008 Glenn Randers-Pehrson\n   Copyright (c) 1996-1997 Andreas Dilger\n   Copyright (c) 1995-1996 Guy Eric Schalnat, Group 42, Inc.\n"	s_libpng_version_1.2.34_-_December_007936ef
007937bb		ds " libpng version 1.2.34 - December 18, 2008\n\n"	s_libpng_version_1.2.34_-_December_007937bb
007937e8		ds "Ignoring attempt to set negative chromaticity value"	s_Ignoring_attempt_to_set_negative_007937e8
0079381c		ds "Invalid cHRM white point"	s_Invalid_cHRM_white_point_0079381c
00793835		ds "Invalid cHRM red point"	s_Invalid_cHRM_red_point_00793835
0079384c		ds "Invalid cHRM green point"	s_Invalid_cHRM_green_point_0079384c
00793865		ds "Invalid cHRM blue point"	s_Invalid_cHRM_blue_point_00793865
0079387d		ds "Ignoring attempt to set cHRM RGB triangle with zero area"	s_Ignoring_attempt_to_set_cHRM_RGB_0079387d
007938b6		ds "0123456789ABCDEFlibpng error no. %s: %s\n"	s_0123456789ABCDEFlibpng_error_no._007938b6
007938df		ds "libpng error: %s, offset=%d\n"	s_libpng_error:_%s,_offset=%d_007938df
007938fc		ds "libpng error: %s\n"	s_libpng_error:_%s_007938fc
0079390e		ds "libpng warning no. %s: %s\n"	s_libpng_warning_no._%s:_%s_0079390e
00793929		ds "libpng warning: %s\n"	s_libpng_warning:_%s_00793929
0079393d		ds "Out of Memory!"	s_Out_of_Memory!_0079393d
0079394c		ds "Application was compiled with png.h from libpng-%.20s"	s_Application_was_compiled_with_pn_0079394c
00793982		ds "Application  is  running with png.c from libpng-%.20s"	s_Application_is_running_with_png._00793982
007939b8		ds "Incompatible libpng version in application and library"	s_Incompatible_libpng_version_in_a_007939b8
007939ef		ds "zlib memory error"	s_zlib_memory_error_007939ef
00793a01		ds "zlib version error"	s_zlib_version_error_00793a01
00793a14		ds "Unknown zlib error"	s_Unknown_zlib_error_00793a14
00793a27		ds "Application uses deprecated png_read_init() and should be recompiled."	s_Application_uses_deprecated_png__00793a27
00793a6d		ds "zlib memory"	s_zlib_memory_00793a6d
00793a79		ds "zlib version"	s_zlib_version_00793a79
00793a86		ds "The png struct allocated by the application for reading is too small."	s_The_png_struct_allocated_by_the_a_00793a86
00793acc		ds "The info struct allocated by application for reading is too small."	s_The_info_struct_allocated_by_app_00793acc
00793b0f		ds "1.0.6 or earlier"	s_1.0.6_or_earlier_00793b0f
00793b20		ds "Not a PNG file"	s_Not_a_PNG_file_00793b20
00793b2f		ds "PNG file corrupted by ASCII conversion"	s_PNG_file_corrupted_by_ASCII_conv_00793b2f
00793b56		ds "Missing IHDR before IDAT"	s_Missing_IHDR_before_IDAT_00793b56
00793b6f		ds "Missing PLTE before IDAT"	s_Missing_PLTE_before_IDAT_00793b6f
00793b88		ds "Ignoring extra png_read_update_info() call; row buffer not reallocated"	s_Ignoring_extra_png_read_update_i_00793b88
00793bcf		ds "Decompression error"	s_Decompression_error_00793bcf
00793be3		ds "Invalid attempt to read row data"	s_Invalid_attempt_to_read_row_data_00793be3
00793c04		ds "Not enough image data"	s_Not_enough_image_data_00793c04
00793c1a		ds "Extra compressed data"	s_Extra_compressed_data_00793c1a
00793c30		ds "Too many IDAT's found"	s_Too_many_IDAT's_found_00793c30
00793c46		ds "Image is too high to process with png_read_png()"	s_Image_is_too_high_to_process_wit_00793c46
00793c77		ds "Read Error"	s_Read_Error_00793c77
00793c82		ds "Call to NULL read function"	s_Call_to_NULL_read_function_00793c82
